filename,label,channel,trial_id,timestep,value
asagi10h.txt,Down,horizontal,10,73,131.0
asagi10h.txt,Down,horizontal,10,74,135.0
asagi10h.txt,Down,horizontal,10,75,139.0
asagi10h.txt,Down,horizontal,10,76,129.0
asagi10h.txt,Down,horizontal,10,77,133.0
asagi10h.txt,Down,horizontal,10,78,135.0
asagi10h.txt,Down,horizontal,10,79,132.0
asagi10h.txt,Down,horizontal,10,80,132.0
asagi10h.txt,Down,horizontal,10,81,138.0
asagi10h.txt,Down,horizontal,10,82,131.0
asagi10h.txt,Down,horizontal,10,83,127.0
asagi10h.txt,Down,horizontal,10,84,138.0
asagi10h.txt,Down,horizontal,10,85,133.0
asagi10h.txt,Down,horizontal,10,86,131.0
asagi10h.txt,Down,horizontal,10,87,133.0
asagi10h.txt,Down,horizontal,10,88,134.0
asagi10h.txt,Down,horizontal,10,89,127.0
asagi10h.txt,Down,horizontal,10,90,119.0
asagi10h.txt,Down,horizontal,10,91,111.0
asagi10h.txt,Down,horizontal,10,92,109.0
asagi10h.txt,Down,horizontal,10,93,101.0
asagi10h.txt,Down,horizontal,10,94,105.0
asagi10h.txt,Down,horizontal,10,95,102.0
asagi10h.txt,Down,horizontal,10,96,94.0
asagi10h.txt,Down,horizontal,10,97,98.0
asagi10h.txt,Down,horizontal,10,98,90.0
asagi10h.txt,Down,horizontal,10,99,93.0
asagi10h.txt,Down,horizontal,10,100,95.0
asagi10h.txt,Down,horizontal,10,101,90.0
asagi10h.txt,Down,horizontal,10,102,88.0
asagi10h.txt,Down,horizontal,10,103,94.0
asagi10h.txt,Down,horizontal,10,104,94.0
asagi10h.txt,Down,horizontal,10,105,93.0
asagi10h.txt,Down,horizontal,10,106,96.0
asagi10h.txt,Down,horizontal,10,107,94.0
asagi10h.txt,Down,horizontal,10,108,97.0
asagi10h.txt,Down,horizontal,10,109,99.0
asagi10h.txt,Down,horizontal,10,110,102.0
asagi10h.txt,Down,horizontal,10,111,119.0
asagi10h.txt,Down,horizontal,10,112,130.0
asagi10h.txt,Down,horizontal,10,113,136.0
asagi10h.txt,Down,horizontal,10,114,141.0
asagi10h.txt,Down,horizontal,10,115,147.0
asagi10h.txt,Down,horizontal,10,116,150.0
asagi10h.txt,Down,horizontal,10,117,141.0
asagi10h.txt,Down,horizontal,10,118,142.0
asagi10h.txt,Down,horizontal,10,119,145.0
asagi10h.txt,Down,horizontal,10,120,141.0
asagi10h.txt,Down,horizontal,10,121,140.0
asagi10h.txt,Down,horizontal,10,122,147.0
asagi10h.txt,Down,horizontal,10,123,140.0
asagi10h.txt,Down,horizontal,10,124,144.0
asagi10h.txt,Down,horizontal,10,125,146.0
asagi10h.txt,Down,horizontal,10,126,145.0
asagi10h.txt,Down,horizontal,10,127,139.0
asagi10h.txt,Down,horizontal,10,128,146.0
asagi10h.txt,Down,horizontal,10,129,146.0
asagi10h.txt,Down,horizontal,10,130,142.0
asagi10h.txt,Down,horizontal,10,131,146.0
asagi10h.txt,Down,horizontal,10,132,145.0
asagi10h.txt,Down,horizontal,10,133,150.0
asagi10h.txt,Down,horizontal,10,134,145.0
asagi10h.txt,Down,horizontal,10,135,148.0
asagi10h.txt,Down,horizontal,10,136,146.0
asagi10h.txt,Down,horizontal,10,137,142.0
asagi10h.txt,Down,horizontal,10,138,153.0
asagi10h.txt,Down,horizontal,10,139,148.0
asagi10h.txt,Down,horizontal,10,140,142.0
asagi10h.txt,Down,horizontal,10,141,148.0
asagi10h.txt,Down,horizontal,10,142,146.0
asagi10h.txt,Down,horizontal,10,143,146.0
asagi10h.txt,Down,horizontal,10,144,148.0
asagi10h.txt,Down,horizontal,10,145,145.0
asagi10h.txt,Down,horizontal,10,146,148.0
asagi10h.txt,Down,horizontal,10,147,145.0
asagi10h.txt,Down,horizontal,10,148,149.0
asagi10h.txt,Down,horizontal,10,149,146.0
asagi10h.txt,Down,horizontal,10,150,143.0
asagi10h.txt,Down,horizontal,10,151,150.0
asagi10h.txt,Down,horizontal,10,152,148.0
asagi10h.txt,Down,horizontal,10,153,144.0
asagi10h.txt,Down,horizontal,10,154,148.0
asagi10h.txt,Down,horizontal,10,155,151.0
asagi10h.txt,Down,horizontal,10,156,145.0
asagi10h.txt,Down,horizontal,10,157,144.0
asagi10h.txt,Down,horizontal,10,158,149.0
asagi10h.txt,Down,horizontal,10,159,147.0
asagi10h.txt,Down,horizontal,10,160,148.0
asagi10h.txt,Down,horizontal,10,161,147.0
asagi10h.txt,Down,horizontal,10,162,154.0
asagi10h.txt,Down,horizontal,10,163,144.0
asagi10h.txt,Down,horizontal,10,164,147.0
asagi10h.txt,Down,horizontal,10,165,151.0
asagi10h.txt,Down,horizontal,10,166,149.0
asagi10h.txt,Down,horizontal,10,167,144.0
asagi10h.txt,Down,horizontal,10,168,154.0
asagi10h.txt,Down,horizontal,10,169,149.0
asagi10h.txt,Down,horizontal,10,170,143.0
asagi10h.txt,Down,horizontal,10,171,155.0
asagi10h.txt,Down,horizontal,10,172,150.0
asagi10h.txt,Down,horizontal,10,173,142.0
asagi10h.txt,Down,horizontal,10,174,148.0
asagi10h.txt,Down,horizontal,10,175,148.0
asagi10h.txt,Down,horizontal,10,176,147.0
asagi10h.txt,Down,horizontal,10,177,150.0
asagi10h.txt,Down,horizontal,10,178,150.0
asagi10h.txt,Down,horizontal,10,179,146.0
asagi10h.txt,Down,horizontal,10,180,148.0
asagi10h.txt,Down,horizontal,10,181,149.0
asagi10h.txt,Down,horizontal,10,182,152.0
asagi10h.txt,Down,horizontal,10,183,147.0
asagi10h.txt,Down,horizontal,10,184,147.0
asagi10h.txt,Down,horizontal,10,185,150.0
asagi10h.txt,Down,horizontal,10,186,149.0
asagi10h.txt,Down,horizontal,10,187,144.0
asagi10h.txt,Down,horizontal,10,188,155.0
asagi10h.txt,Down,horizontal,10,189,148.0
asagi10h.txt,Down,horizontal,10,190,143.0
asagi10h.txt,Down,horizontal,10,191,154.0
asagi10h.txt,Down,horizontal,10,192,148.0
asagi10h.txt,Down,horizontal,10,193,144.0
asagi10h.txt,Down,horizontal,10,194,151.0
asagi10h.txt,Down,horizontal,10,195,150.0
asagi10h.txt,Down,horizontal,10,196,146.0
asagi10h.txt,Down,horizontal,10,197,145.0
asagi10h.txt,Down,horizontal,10,198,147.0
asagi10h.txt,Down,horizontal,10,199,148.0
asagi10h.txt,Down,horizontal,10,200,146.0
asagi10h.txt,Down,horizontal,10,201,152.0
asagi10h.txt,Down,horizontal,10,202,146.0
asagi10h.txt,Down,horizontal,10,203,145.0
asagi10h.txt,Down,horizontal,10,204,150.0
asagi10h.txt,Down,horizontal,10,205,148.0
asagi10h.txt,Down,horizontal,10,206,142.0
asagi10h.txt,Down,horizontal,10,207,148.0
asagi10h.txt,Down,horizontal,10,208,148.0
asagi10h.txt,Down,horizontal,10,209,145.0
asagi10h.txt,Down,horizontal,10,210,143.0
asagi10h.txt,Down,horizontal,10,211,151.0
asagi10h.txt,Down,horizontal,10,212,148.0
asagi10h.txt,Down,horizontal,10,213,142.0
asagi10h.txt,Down,horizontal,10,214,151.0
asagi10h.txt,Down,horizontal,10,215,146.0
asagi10h.txt,Down,horizontal,10,216,141.0
asagi10h.txt,Down,horizontal,10,217,144.0
asagi10h.txt,Down,horizontal,10,218,151.0
asagi10h.txt,Down,horizontal,10,219,145.0
asagi10h.txt,Down,horizontal,10,220,146.0
asagi10h.txt,Down,horizontal,10,221,158.0
asagi10h.txt,Down,horizontal,10,222,154.0
asagi10h.txt,Down,horizontal,10,223,154.0
asagi10h.txt,Down,horizontal,10,224,167.0
asagi10h.txt,Down,horizontal,10,225,162.0
asagi10h.txt,Down,horizontal,10,226,157.0
asagi10h.txt,Down,horizontal,10,227,163.0
asagi10h.txt,Down,horizontal,10,228,154.0
asagi10h.txt,Down,horizontal,10,229,151.0
asagi10h.txt,Down,horizontal,10,230,152.0
asagi10h.txt,Down,horizontal,10,231,153.0
asagi10h.txt,Down,horizontal,10,232,149.0
asagi10h.txt,Down,horizontal,10,233,150.0
asagi10h.txt,Down,horizontal,10,234,156.0
asagi10h.txt,Down,horizontal,10,235,149.0
asagi10h.txt,Down,horizontal,10,236,145.0
asagi10h.txt,Down,horizontal,10,237,146.0
asagi10h.txt,Down,horizontal,10,238,149.0
asagi10h.txt,Down,horizontal,10,239,145.0
asagi10h.txt,Down,horizontal,10,240,148.0
asagi10h.txt,Down,horizontal,10,241,149.0
asagi10h.txt,Down,horizontal,10,242,143.0
asagi10h.txt,Down,horizontal,10,243,139.0
asagi10h.txt,Down,horizontal,10,244,143.0
asagi10h.txt,Down,horizontal,10,245,141.0
asagi10h.txt,Down,horizontal,10,246,139.0
asagi10h.txt,Down,horizontal,10,247,138.0
asagi10h.txt,Down,horizontal,10,248,142.0
asagi10h.txt,Down,horizontal,10,249,136.0
asagi10h.txt,Down,horizontal,10,250,137.0
asagi10v.txt,Down,vertical,10,0,123.0
asagi10v.txt,Down,vertical,10,1,122.0
asagi10v.txt,Down,vertical,10,2,127.0
asagi10v.txt,Down,vertical,10,3,130.0
asagi10v.txt,Down,vertical,10,4,123.0
asagi10v.txt,Down,vertical,10,5,123.0
asagi10v.txt,Down,vertical,10,6,127.0
asagi10v.txt,Down,vertical,10,7,128.0
asagi10v.txt,Down,vertical,10,8,125.0
asagi10v.txt,Down,vertical,10,9,125.0
asagi10v.txt,Down,vertical,10,10,127.0
asagi10v.txt,Down,vertical,10,11,125.0
asagi10v.txt,Down,vertical,10,12,128.0
asagi10v.txt,Down,vertical,10,13,122.0
asagi10v.txt,Down,vertical,10,14,124.0
asagi10v.txt,Down,vertical,10,15,126.0
asagi10v.txt,Down,vertical,10,16,129.0
asagi10v.txt,Down,vertical,10,17,122.0
asagi10v.txt,Down,vertical,10,18,123.0
asagi10v.txt,Down,vertical,10,19,130.0
asagi10v.txt,Down,vertical,10,20,129.0
asagi10v.txt,Down,vertical,10,21,118.0
asagi10v.txt,Down,vertical,10,22,126.0
asagi10v.txt,Down,vertical,10,23,133.0
asagi10v.txt,Down,vertical,10,24,129.0
asagi10v.txt,Down,vertical,10,25,128.0
asagi10v.txt,Down,vertical,10,26,133.0
asagi10v.txt,Down,vertical,10,27,126.0
asagi10v.txt,Down,vertical,10,28,125.0
asagi10v.txt,Down,vertical,10,29,129.0
asagi10v.txt,Down,vertical,10,30,130.0
asagi10v.txt,Down,vertical,10,31,120.0
asagi10v.txt,Down,vertical,10,32,129.0
asagi10v.txt,Down,vertical,10,33,132.0
asagi10v.txt,Down,vertical,10,34,125.0
asagi10v.txt,Down,vertical,10,35,125.0
asagi10v.txt,Down,vertical,10,36,134.0
asagi10v.txt,Down,vertical,10,37,130.0
asagi10v.txt,Down,vertical,10,38,122.0
asagi10v.txt,Down,vertical,10,39,137.0
asagi10v.txt,Down,vertical,10,40,131.0
asagi10v.txt,Down,vertical,10,41,128.0
asagi10v.txt,Down,vertical,10,42,128.0
asagi10v.txt,Down,vertical,10,43,136.0
asagi10v.txt,Down,vertical,10,44,124.0
asagi10v.txt,Down,vertical,10,45,132.0
asagi10v.txt,Down,vertical,10,46,135.0
asagi10v.txt,Down,vertical,10,47,126.0
asagi10v.txt,Down,vertical,10,48,132.0
asagi10v.txt,Down,vertical,10,49,133.0
asagi10v.txt,Down,vertical,10,50,132.0
asagi10v.txt,Down,vertical,10,51,128.0
asagi10v.txt,Down,vertical,10,52,137.0
asagi10v.txt,Down,vertical,10,53,133.0
asagi10v.txt,Down,vertical,10,54,130.0
asagi10v.txt,Down,vertical,10,55,135.0
asagi10v.txt,Down,vertical,10,56,134.0
asagi10v.txt,Down,vertical,10,57,125.0
asagi10v.txt,Down,vertical,10,58,130.0
asagi10v.txt,Down,vertical,10,59,139.0
asagi10v.txt,Down,vertical,10,60,128.0
asagi10v.txt,Down,vertical,10,61,136.0
asagi10v.txt,Down,vertical,10,62,135.0
asagi10v.txt,Down,vertical,10,63,139.0
asagi10v.txt,Down,vertical,10,64,130.0
asagi10v.txt,Down,vertical,10,65,127.0
asagi10v.txt,Down,vertical,10,66,137.0
asagi10v.txt,Down,vertical,10,67,129.0
asagi10v.txt,Down,vertical,10,68,130.0
asagi10v.txt,Down,vertical,10,69,136.0
asagi10v.txt,Down,vertical,10,70,129.0
asagi10v.txt,Down,vertical,10,71,125.0
asagi10v.txt,Down,vertical,10,72,138.0
asagi10v.txt,Down,vertical,10,73,131.0
asagi10v.txt,Down,vertical,10,74,126.0
asagi10v.txt,Down,vertical,10,75,136.0
asagi10v.txt,Down,vertical,10,76,134.0
asagi10v.txt,Down,vertical,10,77,130.0
asagi10v.txt,Down,vertical,10,78,133.0
asagi10v.txt,Down,vertical,10,79,133.0
asagi10v.txt,Down,vertical,10,80,135.0
asagi10v.txt,Down,vertical,10,81,131.0
asagi10v.txt,Down,vertical,10,82,129.0
asagi10v.txt,Down,vertical,10,83,137.0
asagi10v.txt,Down,vertical,10,84,132.0
asagi10v.txt,Down,vertical,10,85,136.0
asagi10v.txt,Down,vertical,10,86,130.0
asagi10v.txt,Down,vertical,10,87,136.0
asagi10v.txt,Down,vertical,10,88,130.0
asagi10v.txt,Down,vertical,10,89,136.0
asagi10v.txt,Down,vertical,10,90,119.0
asagi10v.txt,Down,vertical,10,91,125.0
asagi10v.txt,Down,vertical,10,92,121.0
asagi10v.txt,Down,vertical,10,93,123.0
asagi10v.txt,Down,vertical,10,94,120.0
asagi10v.txt,Down,vertical,10,95,121.0
asagi10v.txt,Down,vertical,10,96,121.0
asagi10v.txt,Down,vertical,10,97,112.0
asagi10v.txt,Down,vertical,10,98,121.0
asagi10v.txt,Down,vertical,10,99,116.0
asagi10v.txt,Down,vertical,10,100,111.0
asagi10v.txt,Down,vertical,10,101,118.0
asagi10v.txt,Down,vertical,10,102,115.0
asagi10v.txt,Down,vertical,10,103,117.0
asagi10v.txt,Down,vertical,10,104,117.0
asagi10v.txt,Down,vertical,10,105,116.0
asagi10v.txt,Down,vertical,10,106,116.0
asagi10v.txt,Down,vertical,10,107,120.0
asagi10v.txt,Down,vertical,10,108,111.0
asagi10v.txt,Down,vertical,10,109,116.0
asagi10v.txt,Down,vertical,10,110,117.0
asagi10v.txt,Down,vertical,10,111,122.0
asagi10v.txt,Down,vertical,10,112,126.0
asagi10v.txt,Down,vertical,10,113,139.0
asagi10v.txt,Down,vertical,10,114,139.0
asagi10v.txt,Down,vertical,10,115,136.0
asagi10v.txt,Down,vertical,10,116,149.0
asagi10v.txt,Down,vertical,10,117,140.0
asagi10v.txt,Down,vertical,10,118,146.0
asagi10v.txt,Down,vertical,10,119,148.0
asagi10v.txt,Down,vertical,10,120,148.0
asagi10v.txt,Down,vertical,10,121,144.0
asagi10v.txt,Down,vertical,10,122,153.0
asagi10v.txt,Down,vertical,10,123,146.0
asagi10v.txt,Down,vertical,10,124,144.0
asagi10v.txt,Down,vertical,10,125,146.0
asagi10v.txt,Down,vertical,10,126,148.0
asagi10v.txt,Down,vertical,10,127,143.0
asagi10v.txt,Down,vertical,10,128,146.0
asagi10v.txt,Down,vertical,10,129,147.0
asagi10v.txt,Down,vertical,10,130,150.0
asagi10v.txt,Down,vertical,10,131,139.0
asagi10v.txt,Down,vertical,10,132,144.0
asagi10v.txt,Down,vertical,10,133,141.0
asagi10v.txt,Down,vertical,10,134,144.0
asagi10v.txt,Down,vertical,10,135,138.0
asagi10v.txt,Down,vertical,10,136,144.0
asagi10v.txt,Down,vertical,10,137,142.0
asagi10v.txt,Down,vertical,10,138,142.0
asagi10v.txt,Down,vertical,10,139,138.0
asagi10v.txt,Down,vertical,10,140,141.0
asagi10v.txt,Down,vertical,10,141,140.0
asagi10v.txt,Down,vertical,10,142,139.0
asagi10v.txt,Down,vertical,10,143,139.0
asagi10v.txt,Down,vertical,10,144,144.0
asagi10v.txt,Down,vertical,10,145,140.0
asagi10v.txt,Down,vertical,10,146,149.0
asagi10v.txt,Down,vertical,10,147,141.0
asagi10v.txt,Down,vertical,10,148,138.0
asagi10v.txt,Down,vertical,10,149,142.0
asagi10v.txt,Down,vertical,10,150,141.0
asagi10v.txt,Down,vertical,10,151,136.0
asagi10v.txt,Down,vertical,10,152,139.0
asagi10v.txt,Down,vertical,10,153,135.0
asagi10v.txt,Down,vertical,10,154,143.0
asagi10v.txt,Down,vertical,10,155,141.0
asagi10v.txt,Down,vertical,10,156,141.0
asagi10v.txt,Down,vertical,10,157,138.0
asagi10v.txt,Down,vertical,10,158,137.0
asagi10v.txt,Down,vertical,10,159,139.0
asagi10v.txt,Down,vertical,10,160,136.0
asagi10v.txt,Down,vertical,10,161,132.0
asagi10v.txt,Down,vertical,10,162,141.0
asagi10v.txt,Down,vertical,10,163,135.0
asagi10v.txt,Down,vertical,10,164,133.0
asagi10v.txt,Down,vertical,10,165,147.0
asagi10v.txt,Down,vertical,10,166,139.0
asagi10v.txt,Down,vertical,10,167,134.0
asagi10v.txt,Down,vertical,10,168,143.0
asagi10v.txt,Down,vertical,10,169,138.0
asagi10v.txt,Down,vertical,10,170,136.0
asagi10v.txt,Down,vertical,10,171,141.0
asagi10v.txt,Down,vertical,10,172,141.0
asagi10v.txt,Down,vertical,10,173,143.0
asagi10v.txt,Down,vertical,10,174,141.0
asagi10v.txt,Down,vertical,10,175,136.0
asagi10v.txt,Down,vertical,10,176,138.0
asagi10v.txt,Down,vertical,10,177,142.0
asagi10v.txt,Down,vertical,10,178,134.0
asagi10v.txt,Down,vertical,10,179,138.0
asagi10v.txt,Down,vertical,10,180,142.0
asagi10v.txt,Down,vertical,10,181,136.0
asagi10v.txt,Down,vertical,10,182,138.0
asagi10v.txt,Down,vertical,10,183,145.0
asagi10v.txt,Down,vertical,10,184,134.0
asagi10v.txt,Down,vertical,10,185,138.0
asagi10v.txt,Down,vertical,10,186,136.0
asagi10v.txt,Down,vertical,10,187,130.0
asagi10v.txt,Down,vertical,10,188,144.0
asagi10v.txt,Down,vertical,10,189,134.0
asagi10v.txt,Down,vertical,10,190,132.0
asagi10v.txt,Down,vertical,10,191,141.0
asagi10v.txt,Down,vertical,10,192,140.0
asagi10v.txt,Down,vertical,10,193,139.0
asagi10v.txt,Down,vertical,10,194,142.0
asagi10v.txt,Down,vertical,10,195,140.0
asagi10v.txt,Down,vertical,10,196,139.0
asagi10v.txt,Down,vertical,10,197,130.0
asagi10v.txt,Down,vertical,10,198,146.0
asagi10v.txt,Down,vertical,10,199,138.0
asagi10v.txt,Down,vertical,10,200,135.0
asagi10v.txt,Down,vertical,10,201,138.0
asagi10v.txt,Down,vertical,10,202,136.0
asagi10v.txt,Down,vertical,10,203,140.0
asagi10v.txt,Down,vertical,10,204,133.0
asagi10v.txt,Down,vertical,10,205,139.0
asagi10v.txt,Down,vertical,10,206,146.0
asagi10v.txt,Down,vertical,10,207,139.0
asagi10v.txt,Down,vertical,10,208,138.0
asagi10v.txt,Down,vertical,10,209,136.0
asagi10v.txt,Down,vertical,10,210,135.0
asagi10v.txt,Down,vertical,10,211,140.0
asagi10v.txt,Down,vertical,10,212,134.0
asagi10v.txt,Down,vertical,10,213,130.0
asagi10v.txt,Down,vertical,10,214,140.0
asagi10v.txt,Down,vertical,10,215,135.0
asagi10v.txt,Down,vertical,10,216,131.0
asagi10v.txt,Down,vertical,10,217,136.0
asagi10v.txt,Down,vertical,10,218,136.0
asagi10v.txt,Down,vertical,10,219,142.0
asagi10v.txt,Down,vertical,10,220,136.0
asagi10v.txt,Down,vertical,10,221,140.0
asagi10v.txt,Down,vertical,10,222,137.0
asagi10v.txt,Down,vertical,10,223,132.0
asagi10v.txt,Down,vertical,10,224,136.0
asagi10v.txt,Down,vertical,10,225,135.0
asagi10v.txt,Down,vertical,10,226,134.0
asagi10v.txt,Down,vertical,10,227,130.0
asagi10v.txt,Down,vertical,10,228,138.0
asagi10v.txt,Down,vertical,10,229,138.0
asagi10v.txt,Down,vertical,10,230,135.0
asagi10v.txt,Down,vertical,10,231,135.0
asagi10v.txt,Down,vertical,10,232,135.0
asagi10v.txt,Down,vertical,10,233,132.0
asagi10v.txt,Down,vertical,10,234,135.0
asagi10v.txt,Down,vertical,10,235,136.0
asagi10v.txt,Down,vertical,10,236,135.0
asagi10v.txt,Down,vertical,10,237,128.0
asagi10v.txt,Down,vertical,10,238,143.0
asagi10v.txt,Down,vertical,10,239,129.0
asagi10v.txt,Down,vertical,10,240,133.0
asagi10v.txt,Down,vertical,10,241,137.0
asagi10v.txt,Down,vertical,10,242,134.0
asagi10v.txt,Down,vertical,10,243,133.0
asagi10v.txt,Down,vertical,10,244,130.0
asagi10v.txt,Down,vertical,10,245,136.0
asagi10v.txt,Down,vertical,10,246,135.0
asagi10v.txt,Down,vertical,10,247,130.0
asagi10v.txt,Down,vertical,10,248,139.0
asagi10v.txt,Down,vertical,10,249,136.0
asagi10v.txt,Down,vertical,10,250,129.0
asagi11h.txt,Down,horizontal,11,0,127.0
asagi11h.txt,Down,horizontal,11,1,135.0
asagi11h.txt,Down,horizontal,11,2,130.0
asagi11h.txt,Down,horizontal,11,3,135.0
asagi11h.txt,Down,horizontal,11,4,129.0
asagi11h.txt,Down,horizontal,11,5,127.0
asagi11h.txt,Down,horizontal,11,6,133.0
asagi11h.txt,Down,horizontal,11,7,131.0
asagi11h.txt,Down,horizontal,11,8,130.0
asagi11h.txt,Down,horizontal,11,9,132.0
asagi11h.txt,Down,horizontal,11,10,130.0
asagi11h.txt,Down,horizontal,11,11,128.0
asagi11h.txt,Down,horizontal,11,12,128.0
asagi11h.txt,Down,horizontal,11,13,129.0
asagi11h.txt,Down,horizontal,11,14,131.0
asagi11h.txt,Down,horizontal,11,15,124.0
asagi11h.txt,Down,horizontal,11,16,132.0
asagi11h.txt,Down,horizontal,11,17,134.0
asagi11h.txt,Down,horizontal,11,18,129.0
asagi11h.txt,Down,horizontal,11,19,127.0
asagi11h.txt,Down,horizontal,11,20,134.0
asagi11h.txt,Down,horizontal,11,21,131.0
asagi11h.txt,Down,horizontal,11,22,124.0
asagi11h.txt,Down,horizontal,11,23,131.0
asagi11h.txt,Down,horizontal,11,24,131.0
asagi11h.txt,Down,horizontal,11,25,125.0
asagi11h.txt,Down,horizontal,11,26,131.0
asagi11h.txt,Down,horizontal,11,27,128.0
asagi11h.txt,Down,horizontal,11,28,127.0
asagi11h.txt,Down,horizontal,11,29,133.0
asagi11h.txt,Down,horizontal,11,30,128.0
asagi11h.txt,Down,horizontal,11,31,128.0
asagi11h.txt,Down,horizontal,11,32,127.0
asagi11h.txt,Down,horizontal,11,33,132.0
asagi11h.txt,Down,horizontal,11,34,133.0
asagi11h.txt,Down,horizontal,11,35,124.0
asagi11h.txt,Down,horizontal,11,36,129.0
asagi11h.txt,Down,horizontal,11,37,128.0
asagi11h.txt,Down,horizontal,11,38,127.0
asagi11h.txt,Down,horizontal,11,39,131.0
asagi11h.txt,Down,horizontal,11,40,128.0
asagi11h.txt,Down,horizontal,11,41,127.0
asagi11h.txt,Down,horizontal,11,42,125.0
asagi11h.txt,Down,horizontal,11,43,131.0
asagi11h.txt,Down,horizontal,11,44,125.0
asagi11h.txt,Down,horizontal,11,45,124.0
asagi11h.txt,Down,horizontal,11,46,133.0
asagi11h.txt,Down,horizontal,11,47,127.0
asagi11h.txt,Down,horizontal,11,48,122.0
asagi11h.txt,Down,horizontal,11,49,132.0
asagi11h.txt,Down,horizontal,11,50,128.0
asagi11h.txt,Down,horizontal,11,51,124.0
asagi11h.txt,Down,horizontal,11,52,129.0
asagi11h.txt,Down,horizontal,11,53,131.0
asagi11h.txt,Down,horizontal,11,54,131.0
asagi11h.txt,Down,horizontal,11,55,124.0
asagi11h.txt,Down,horizontal,11,56,131.0
asagi11h.txt,Down,horizontal,11,57,128.0
asagi11h.txt,Down,horizontal,11,58,126.0
asagi11h.txt,Down,horizontal,11,59,132.0
asagi11h.txt,Down,horizontal,11,60,131.0
asagi11h.txt,Down,horizontal,11,61,124.0
asagi11h.txt,Down,horizontal,11,62,125.0
asagi11h.txt,Down,horizontal,11,63,129.0
asagi11h.txt,Down,horizontal,11,64,126.0
asagi11h.txt,Down,horizontal,11,65,129.0
